customer_id,customer_name,email,country,state,city,address,credit_score,income,debt_to_income_ratio,risk_tolerance,employment_status,credit_utilization_ratio,default_probability
4365,Debra Thomas,tiffany18@example.com,United States,Texas,Ayalaberg,592 Grant Mews Suite 149,776,103766,0.15,Low,Employed,0.3,0.1877
4366,Sarah Davis,craig11@example.net,United States,North Carolina,South Brendaside,252 Ramirez Island Apt. 795,686,189101,0.05,High,Employed,0.29,0.1083
4367,Holly Howard,campbellpeter@example.org,Germany,,North Chelsey,9177 Conley Manor Suite 007,785,23772,0.21,Low,Retired,0.2,0.0646
4368,Peter Peterson,laurie72@example.net,United States,Florida,North Jason,597 Donald Junction,705,23684,0.54,Low,Self-employed,0.41,0.191
4369,Eric Long,robertschristina@example.com,United Kingdom,,Schmidtstad,94216 Charles Mountains Suite 797,765,61339,0.22,Low,Employed,0.26,0.0654
4370,Todd Knox,kirbyanthony@example.org,United States,California,Millerfort,8944 Wood Vista Apt. 703,480,15000,0.59,Low,Self-employed,0.54,0.2865
4371,Dr. David Carlson,cookkimberly@example.org,United States,Illinois,East Peterhaven,31348 Hobbs Falls,700,41941,0.22,Medium,Self-employed,0.24,0.0861
4372,Lisa Lewis,kevinwilson@example.org,United States,Illinois,South Joseph,10488 Shannon Grove Apt. 192,770,15000,0.05,Medium,Employed,0.2,0.043
4373,Lori Myers,katherinejohnson@example.net,United States,Florida,Hendersonmouth,41452 Jonathan Avenue Apt. 406,826,179019,0.22,Low,Employed,0.24,0.01
4374,Sydney Valdez,scott95@example.org,United States,California,Port Alexa,6140 Kelsey Groves Suite 060,707,32355,0.28,Medium,Employed,0.12,0.01
4375,Phillip Hurst,imassey@example.com,United States,New York,West Victoriaburgh,21069 Miguel Mission Apt. 978,630,224642,0.43,Medium,Unemployed,0.73,0.3352
4376,Mark Williams,kellywoods@example.org,United States,Illinois,Lake Jordan,1102 Gross Drive,697,145920,0.29,High,Employed,0.17,0.1287
4377,Cynthia Riggs,stacyjones@example.com,United States,Texas,Cooperbury,050 Sharp Light,626,35701,0.65,Low,Employed,0.56,0.2283
4378,Robert Howe,kimberlygarcia@example.org,United States,Florida,Scottview,401 Lisa Falls,601,25398,0.52,Low,Employed,0.47,0.2504
4379,Timothy Kline,dferguson@example.org,United States,New York,Coopermouth,2335 Pratt Village Suite 992,686,51285,0.33,Low,Retired,0.2,0.113
4380,Lawrence Gonzalez,kevin65@example.net,United States,Texas,New Normanmouth,3276 Cynthia Islands,393,55065,0.31,Medium,Employed,0.62,0.55
4381,Denise Taylor,timothybrown@example.net,Canada,,Vegastad,1313 Coffey Station Suite 611,705,78977,0.42,Medium,Retired,0.36,0.072
4382,Nina Mccoy,michael75@example.org,Mexico,,West Hayley,975 Kimberly Circle,727,32169,0.51,Medium,Self-employed,0.23,0.2576
4383,Sarah Cox,sarah93@example.net,United States,California,North Charlesville,210 Johnston Spur,713,108783,0.6,Low,Self-employed,0.19,0.0818
4384,Kristen Williams,aphillips@example.org,United States,Illinois,New Sarafort,3728 Bruce Ports Apt. 063,706,74032,0.27,Medium,Retired,0.33,0.2666
4385,Jessica Moore,shannonnelson@example.org,United States,New York,New Nicholas,8277 Mckenzie Trace,833,45600,0.32,Medium,Employed,0.24,0.306
4386,Kristi Hall,jasmine12@example.org,United States,California,Heatherland,830 Jeffrey Fields,763,33872,0.27,Medium,Student,0.04,0.1674
4387,Sergio Thomas,likatherine@example.org,United States,California,West Ryan,2591 Vazquez Neck Apt. 833,699,51642,0.51,Low,Retired,0.11,0.01
4388,Jeffery Gross,flemingkathleen@example.net,United States,Illinois,South Thomas,0524 Smith Roads Suite 771,835,31147,0.08,Medium,Student,0.18,0.0406
4389,Kristin Herrera,enielsen@example.net,United States,Florida,North Douglasmouth,116 Harvey Crossroad Suite 838,435,62739,0.57,Medium,Retired,0.57,0.4865
4390,James Valdez,clewis@example.org,United States,Texas,Wigginsmouth,75731 Emily River Apt. 313,769,64109,0.33,Medium,Retired,0.12,0.141
4391,Keith Cabrera,zcampbell@example.net,United States,Ohio,New Nicolas,22544 Barrera Run,690,73818,0.39,High,Employed,0.36,0.1547
4392,Nicole Lambert,nicholascunningham@example.net,United States,California,New Richard,9633 Hunter Heights Apt. 598,762,245977,0.22,Medium,Employed,0.26,0.1685
4393,Michael Scott,shaun67@example.com,United States,California,Lisashire,485 Torres Points Apt. 098,382,53854,0.49,Low,Employed,0.94,0.468
4394,James Carter,jasongriffith@example.com,United States,California,New Christophermouth,264 Amanda Squares Suite 514,418,133743,0.66,Low,Employed,0.59,0.1727
4395,Jamie Johnson,christine60@example.com,Canada,,Spencerburgh,7169 Ellis Street,760,71945,0.2,High,Self-employed,0.08,0.0199
4396,Melanie Robinson,ana24@example.com,United States,North Carolina,New Tylermouth,0502 Randy Junction Apt. 572,706,49483,0.4,Medium,Employed,0.4,0.2289
4397,Nicole Wise,jason26@example.org,United States,New York,East Johnville,85690 Newman Lane Apt. 566,645,54430,0.69,Medium,Employed,0.22,0.1923
4398,Tammy Brown,mendozakristi@example.com,United States,New York,Juanville,117 Hill Shore,773,57121,0.14,Medium,Retired,0.03,0.0833
4399,Dennis Holt,andrew12@example.net,United States,New York,Johnsonmouth,258 Rodriguez Dale Apt. 875,605,74892,0.66,Low,Student,0.53,0.2123
4400,Alyssa Wood,hturner@example.org,United States,Ohio,Victoriahaven,305 Joshua Plains Apt. 917,756,27793,0.3,High,Retired,0.08,0.1957
4401,Justin Sharp,kpayne@example.com,United States,Michigan,Port Joan,1574 Claire Greens,773,18540,0.28,Low,Retired,0.08,0.01
4402,Sandra Fisher,ashleybrady@example.org,United States,Texas,East Charles,739 Pamela Bypass,539,101056,0.21,Medium,Employed,0.78,0.3372
4403,Phillip Barnes,amanda99@example.org,Mexico,,Clarkside,974 Scott Mission,841,122822,0.18,Medium,Retired,0.21,0.1265
4404,Jacqueline Lee,jameslaura@example.com,United States,California,South Nicole,3448 Morales Stream,720,108717,0.44,Medium,Employed,0.47,0.2018
4405,Ann Hernandez,whitejuan@example.org,United States,California,Lake Danielmouth,20272 Castillo Expressway,727,67776,0.41,Medium,Unemployed,0.46,0.4304
4406,Edward Walker,nicole22@example.net,United States,Illinois,South Sharon,11796 Davis Hills,768,110611,0.28,Medium,Employed,0.18,0.0832
4407,Marcus Miller,judy66@example.net,United States,Texas,Mariaside,015 Young Grove,618,105952,0.52,Medium,Retired,0.38,0.2359
4408,Elizabeth Hunt,jenniferhiggins@example.com,United Kingdom,,South Steven,58521 Rebecca Crossing Suite 992,689,112431,0.05,Medium,Self-employed,0.28,0.2455
4409,Karen Acosta,whitneyharrison@example.org,United States,California,South Timothystad,56573 Brianna Loaf,722,30102,0.38,Low,Employed,0.3,0.063
4410,Kimberly Morton,jack96@example.net,United States,Pennsylvania,North Tracihaven,89472 Willis Summit,785,24895,0.14,Medium,Self-employed,0.04,0.1291
4411,Judy Smith,pallen@example.net,United States,Ohio,Williamsburgh,169 Gregory Circle,771,43876,0.25,Medium,Retired,0.18,0.01
4412,Sarah Reed,ann91@example.net,United States,California,Hoffmanhaven,4665 Don Port,688,59047,0.1,Medium,Retired,0.41,0.2765
4413,Lisa Beck,bhoffman@example.org,United States,California,Wallsbury,25698 Christine Streets,426,49338,0.45,Medium,Employed,0.49,0.6484
4414,Jill Davis,kblack@example.net,United States,California,Holtshire,327 Rogers Groves Apt. 555,733,15000,0.31,Medium,Employed,0.45,0.2928
4415,Tammy Hill,randymartinez@example.net,United States,Georgia,Port Amyborough,4447 Amanda Rapid Suite 092,725,237364,0.61,Low,Employed,0.32,0.178
4416,Briana Davis,ann85@example.org,United States,New York,Boydhaven,295 Mcdaniel Summit,781,48086,0.19,Medium,Employed,0.12,0.1028
4417,Samantha Burke,luislong@example.org,United States,Florida,Wallstad,000 John Plaza,428,68745,0.05,Low,Employed,0.52,0.4662
4418,Brian Hamilton,smithchristine@example.org,United States,California,North Kayleemouth,28072 Aguirre Stream,650,162046,0.05,Medium,Self-employed,0.69,0.1996
4419,Richard Petty,nmurillo@example.com,United States,Georgia,Karenview,76386 Crystal Pass Suite 345,719,15000,0.6,Medium,Employed,0.29,0.2779
4420,Alexandria Hurst,xporter@example.com,United States,New York,Leonport,1298 Knight Coves,783,39761,0.27,Low,Retired,0.33,0.3194
4421,George Shaw,rhall@example.com,United States,Florida,South Jenniferberg,331 Taylor Lakes,418,43927,0.57,Medium,Employed,0.74,0.4748
4422,Christopher Johnson,lopeztyler@example.net,United States,New York,Lake Jennifer,939 Laura Center Apt. 112,829,45750,0.05,High,Employed,0.01,0.01
4423,Kathleen Gates,vanessa46@example.net,United States,California,Karenville,9526 Amanda Village Apt. 681,634,52115,0.38,Medium,Employed,0.37,0.4198
4424,Lauren Vargas,lyonsbecky@example.net,United States,Michigan,Josebury,817 Debra Crescent,825,190557,0.07,High,Retired,0.19,0.1535
4425,Jo Chan,kaitlyn34@example.com,United States,Texas,Cassieshire,73891 Cox Branch,695,102617,0.18,High,Retired,0.29,0.144
4426,Melinda Garrett,andersonjoseph@example.com,United States,California,Robertport,595 Janet Expressway,693,128853,0.36,Medium,Employed,0.15,0.2807
4427,Anthony Bowman,robertselizabeth@example.com,Brazil,,Port Justin,29913 Lin Camp Suite 722,463,62174,0.69,High,Employed,0.44,0.5284
4428,Stephanie Lopez,tstone@example.net,United States,Texas,Johnview,9305 Samuel Shore Suite 585,624,19545,0.24,Medium,Employed,0.43,0.3569
4429,Richard Moore,annette87@example.com,United States,Texas,West Tracy,06964 Austin Crescent Suite 442,711,15000,0.41,Medium,Retired,0.08,0.1354
4430,Randy Wong,morganrebecca@example.org,United States,Texas,Port Jennifer,1775 Crosby Passage,642,17614,0.66,High,Self-employed,0.67,0.2279
4431,Jaime Kline,kgray@example.com,United States,Texas,Millerberg,119 Allen Expressway,621,79842,0.19,Medium,Self-employed,0.74,0.3457
4432,Colin Warren,benjaminchavez@example.org,United States,New York,South Kelsey,168 Rose Gardens,629,61415,0.52,Low,Employed,0.53,0.3172
4433,Brett Torres,amanda49@example.org,United States,Michigan,Lake Jennifer,58030 Sparks Stream Suite 601,621,50608,0.63,Low,Employed,0.76,0.1873
4434,Derek Brown,fullerkathryn@example.net,United States,California,New Christinahaven,303 Lindsey Land Apt. 968,739,44584,0.24,Medium,Employed,0.17,0.01
4435,Tricia Glenn,wallacejennifer@example.com,United States,Pennsylvania,Port Lancechester,26314 Jose Plain Apt. 244,707,299352,0.43,Medium,Employed,0.51,0.1104
4436,William Allen,cody24@example.org,United States,Michigan,New Sarah,2606 Montes Spurs Suite 311,716,30997,0.57,Low,Employed,0.25,0.041
4437,Jason Allen,xphillips@example.net,United States,Georgia,Lake Janice,422 Anderson Camp,776,125775,0.32,High,Employed,0.07,0.01
4438,Mallory Hughes,jessebender@example.org,United States,Florida,Kristenbury,8277 Kurt Key Suite 346,816,59965,0.13,Medium,Employed,0.12,0.0631
4439,Mr. Erik George,robinmorgan@example.net,United States,New York,Dustinchester,917 House Mountain,710,57025,0.48,Medium,Employed,0.42,0.0943
4440,Kyle Norman,umoore@example.com,United States,Georgia,Sullivanchester,1539 Mcintyre Bypass Suite 048,403,153477,0.05,Low,Employed,0.18,0.4677
4441,Anita Stafford,kimberly68@example.com,United States,California,Adamland,8945 Miller Rest,640,192918,0.52,Low,Employed,0.4,0.1215
4442,Christina Davis,xsawyer@example.com,United States,North Carolina,Lake Maryport,310 Alyssa Plains,615,49432,0.6,Low,Self-employed,0.4,0.3511
4443,Luke Kennedy,ffischer@example.net,United States,Texas,New Michael,96223 Joseph Cove,782,113477,0.28,Medium,Self-employed,0.04,0.01
4444,Dana Nelson,hilljose@example.net,United States,Illinois,Lake Mckenzieburgh,72111 Luis Lane Suite 795,628,80106,0.77,Medium,Employed,0.25,0.4092
4445,Michelle Allen,perkinskristin@example.org,United States,California,Garciaborough,597 Alvarez Parkway,763,60231,0.31,Medium,Retired,0.27,0.2986
4446,Jasmine Jackson,xward@example.com,United States,North Carolina,Harringtonfort,1009 Munoz Brook,765,70502,0.36,Low,Student,0.18,0.1232
4447,Daisy Russell,austincruz@example.com,United States,New York,Christopherland,20117 Diaz Spring,707,34530,0.28,High,Employed,0.32,0.1873
4448,Anthony Miller,sullivanaaron@example.org,United States,Ohio,West Sean,737 Paul Extensions Suite 555,635,46869,0.42,Low,Employed,0.82,0.0528
4449,Richard Harmon,debbiefisher@example.com,United States,California,New Michaelland,801 Walters Stravenue,759,37627,0.05,Low,Retired,0.01,0.2266
4450,Thomas Phillips,campbellscott@example.net,United States,New York,Port Conniestad,1435 Gregory Cape Suite 515,654,123142,0.71,High,Student,0.57,0.1965
4451,James Hamilton,jennifer69@example.com,Germany,,Lake Amy,3027 Christian Stream Suite 561,703,55483,0.38,Low,Employed,0.1,0.0257
4452,Andrew Romero,michael76@example.net,United States,Florida,Calebtown,4132 Justin Meadow,686,21201,0.44,Medium,Employed,0.53,0.0971
4453,Sarah Mitchell,christinarichardson@example.net,United States,Florida,South Thomasland,847 Camacho Alley Suite 476,633,33565,0.56,Low,Retired,0.45,0.3514
4454,Cindy Sanchez,icastillo@example.org,United States,New York,Bakerview,78423 Bates Canyon Suite 171,633,15000,0.49,Low,Employed,0.69,0.3385
4455,Julian Hamilton,abigailparker@example.org,Japan,,Coxbury,87340 Ricky Orchard,706,40312,0.18,Medium,Student,0.38,0.0309
4456,Carl Houston,david32@example.com,United States,Texas,Petershire,5208 Rodney Valleys Apt. 759,637,61704,0.85,Low,Employed,0.41,0.2877
4457,Brett Johnson,dawsondavid@example.net,United States,Pennsylvania,South Kathleenborough,60360 Thomas Creek,714,53695,0.12,Low,Retired,0.43,0.0619
4458,Melissa Hill,wkelly@example.net,United States,California,Lauramouth,109 Daniel Rapids,634,291887,0.41,Medium,Employed,0.51,0.3648
4459,Jacob Hall,johnponce@example.net,United States,California,New Barbara,68503 Welch Branch Suite 486,602,94837,0.48,Medium,Employed,0.67,0.5363
4460,Brittany Brown,collinskatie@example.org,United States,New York,North Brandonfurt,607 James Falls,681,91524,0.05,High,Unemployed,0.4,0.0597
4461,Dennis Hernandez,qmartinez@example.org,United States,Georgia,Robertfurt,9988 Melinda Run,697,16080,0.52,High,Employed,0.08,0.1482
4462,Samantha Wilson,floresedward@example.org,United States,Florida,Graceville,415 Steve Lane,714,44724,0.57,Medium,Employed,0.59,0.1451
4463,Robin Fry,john24@example.org,United States,California,Jenniferstad,7595 Price Hills Apt. 989,494,40565,0.44,Low,Retired,0.24,0.3467
4464,Erin Stone,zacharywallace@example.org,United States,Texas,Barretthaven,45852 Vanessa View Apt. 167,713,31924,0.15,Medium,Employed,0.19,0.0177
4465,Kelli Holmes,bmiller@example.net,Japan,,North Ana,26591 Smith Summit Suite 694,451,31574,0.05,Medium,Employed,0.65,0.4109
4466,Felicia Barrett,xsanford@example.net,United States,Texas,West Patricia,84196 Daniel Rest,698,15000,0.49,Low,Employed,0.2,0.1794
4467,Mark Simon,angelapalmer@example.com,United States,California,Jillianville,3847 Paul Junctions Apt. 766,624,21575,0.44,Medium,Self-employed,0.78,0.2559
4468,John Wolf,monroejudy@example.net,United States,Florida,North Sabrinaborough,0487 Rebecca Ways Suite 284,428,120484,0.31,High,Self-employed,0.36,0.3622
4469,Michael Hill,donna05@example.com,United States,California,North Alexanderchester,01873 Patricia Viaduct,617,53405,0.05,Medium,Retired,0.26,0.3338
4470,Lori Bowman,belllisa@example.org,United States,California,Juliemouth,3465 Stacey Flats,711,39929,0.37,Medium,Employed,0.53,0.01
4471,Tara Johnson,parkbradley@example.net,United States,New York,West Jennifer,423 Juarez Rapid Apt. 763,784,59615,0.05,Low,Employed,0.24,0.01
4472,Pamela Mercer,jenniferhubbard@example.com,United States,California,Cynthiaton,7460 Elizabeth Row Apt. 843,757,152346,0.28,Medium,Employed,0.14,0.2367
4473,Jonathan Garcia,dsmith@example.org,United States,Florida,Port Christopherbury,00958 Williams Rue Suite 499,718,60076,0.38,Low,Retired,0.36,0.0533
4474,Thomas Murray,andrew54@example.com,United States,California,Lake Ashleyview,3058 James Land,705,92253,0.44,High,Self-employed,0.62,0.1466
4475,Desiree Johnson,angelairwin@example.com,United States,Florida,East Monicachester,868 Philip Lodge Suite 430,708,30415,0.38,Low,Student,0.23,0.0151
4476,Mr. John Hurst,mdavidson@example.com,United States,North Carolina,Colehaven,84817 Barrera Glens,704,36501,0.26,High,Unemployed,0.25,0.1866
4477,Justin Liu,millernicholas@example.com,United States,New York,Louishaven,474 Jacob Cliffs,762,79473,0.05,Medium,Employed,0.14,0.0997
4478,April Duncan,mezatimothy@example.net,United States,Illinois,West Jamesstad,02349 Michael Ridge,758,272153,0.07,Medium,Employed,0.18,0.3234
4479,Crystal Hicks,lthompson@example.net,United States,Florida,Millerbury,999 Erik Glens,774,187929,0.05,High,Self-employed,0.04,0.1978
4480,Brenda Chase,tammyfrazier@example.org,United States,Texas,Port Brianmouth,91002 Melissa Radial Apt. 633,768,95440,0.05,Low,Employed,0.1,0.2149
4481,Brian Brooks,jonesamanda@example.org,United States,Pennsylvania,Matthewport,05270 Johnny Stream,772,67585,0.19,Low,Employed,0.01,0.101
4482,Michelle Clark,crawfordtiffany@example.com,United States,California,New Danaport,0555 Bass Greens Suite 264,649,183662,0.12,High,Retired,0.3,0.0219
4483,Michael Davis,nancyrodriguez@example.org,United States,Illinois,Diazfort,88448 Nathan Overpass Suite 314,701,113067,0.6,Medium,Employed,0.15,0.01
4484,Beverly Mays,jaredmontgomery@example.com,United States,Pennsylvania,New Coreyburgh,300 Brad Ridge,629,15000,0.6,Medium,Employed,0.53,0.2686
4485,Larry Flores,johnsonamy@example.net,United States,Florida,South Melaniemouth,744 Jessica Mountain,457,25767,0.63,Low,Employed,0.94,0.5688
4486,Wendy Robbins,richard62@example.net,United States,Illinois,Port Stevenbury,978 Michael Route,607,78473,0.49,Medium,Retired,0.45,0.3009
4487,Jessica Cooper,russellmartin@example.org,United States,California,Jamesland,51271 Brian Prairie,416,15000,0.55,Low,Employed,0.91,0.4879
4488,Chad Schultz,ronaldtaylor@example.com,United States,New York,Kristenchester,40632 Gross Drive,703,29200,0.37,Medium,Self-employed,0.48,0.1683
4489,Jacob Mitchell,richardsonkelly@example.net,Canada,,Patrickland,185 Danny Brooks Apt. 892,526,34205,0.34,Medium,Employed,0.28,0.365
4490,Alan Wilson,xmejia@example.com,United States,Georgia,North Robertborough,384 Cheyenne Springs,705,48779,0.17,Medium,Retired,0.48,0.2529
4491,Brandon Alvarado,bradleyjeff@example.org,United States,California,Lake Robert,111 Lisa Hill Apt. 567,703,47574,0.53,Low,Employed,0.27,0.1624
4492,Michael Brown,twilson@example.net,United States,North Carolina,Williamchester,2116 Jeff Shore,771,47510,0.2,Medium,Student,0.08,0.1592
4493,Brendan George,kellilee@example.org,United States,California,North Ryanbury,844 Nathan Overpass Suite 485,770,115872,0.08,Medium,Employed,0.19,0.087
4494,Arthur Huffman,christine16@example.com,United States,California,North Michele,046 Daniel Via Apt. 149,827,48427,0.29,Medium,Unemployed,0.1,0.01
4495,Debra Schaefer,tonyataylor@example.com,United States,Illinois,East Johnton,57761 Murray Way,581,44015,0.28,Medium,Retired,0.64,0.291
4496,Danny Scott,courtneydodson@example.com,United States,California,West Mark,529 Gonzales Estates Suite 347,605,20346,0.47,Low,Employed,0.87,0.32
4497,Brett Williams,juliajensen@example.com,United States,North Carolina,North Kyleburgh,289 Peter Port Apt. 463,701,135873,0.2,High,Employed,0.28,0.1644
4498,Nicholas Bentley,ncantu@example.com,United States,Florida,Campbellton,157 Williams Oval Apt. 012,607,34989,0.6,Medium,Employed,0.55,0.3951
4499,Scott Ochoa,smithwilliam@example.org,United States,Texas,North Douglasborough,334 Ricardo Ways Suite 702,822,25093,0.53,Medium,Retired,0.22,0.01
4500,Ruben Swanson,nmurray@example.net,United States,New York,Lake Richardbury,46857 Leon Hills Suite 288,592,71002,0.53,Low,Employed,0.39,0.1934
4501,Joshua Villanueva,michellehayden@example.net,United States,Pennsylvania,West Karen,8092 Meredith Fields Suite 587,413,32417,0.37,Medium,Employed,0.59,0.5839
4502,Kathy Hernandez,maguilar@example.net,United States,California,Griffinhaven,6863 Schultz Lake Suite 372,770,39310,0.12,Low,Self-employed,0.24,0.01
4503,Benjamin Lewis,sancheztoni@example.com,United States,California,Aliciashire,3771 Bradshaw Loaf,830,73627,0.19,High,Self-employed,0.28,0.01
4504,Tammy Nelson,williamsrebecca@example.net,United States,Pennsylvania,East Deborahton,3383 Juan Highway,764,46111,0.18,Medium,Employed,0.18,0.171
4505,Tiffany Moore MD,ambergonzalez@example.net,Brazil,,Lawsonland,57574 Wood Plains,766,380517,0.37,Low,Employed,0.04,0.2164
4506,Derrick Walker,qwhite@example.org,United Kingdom,,West Denise,5303 Garcia Harbors,717,56395,0.35,Low,Employed,0.06,0.1323
4507,Julie Wilson,christinapeck@example.org,United States,California,Schaeferfort,3366 Nielsen Path Apt. 932,427,98151,0.55,High,Employed,0.16,0.2957
4508,Catherine Garcia,larryjordan@example.net,United States,Florida,New Petermouth,8843 Ellis Points Suite 080,626,15000,0.31,Medium,Employed,0.81,0.2369
4509,Brittany Valdez,lynn28@example.net,United States,Michigan,Brownmouth,1596 Turner Ports Apt. 051,785,30075,0.31,Low,Retired,0.07,0.0421
4510,Tammy Gaines,xsanchez@example.net,United States,Illinois,South Michaelhaven,65599 Jason Coves,782,25096,0.22,High,Employed,0.25,0.1471
4511,Barbara Buchanan,gregory00@example.com,United States,California,New Deborah,6523 Morton Cliff,759,27903,0.13,Low,Employed,0.08,0.01
4512,Marc Greer,barneskelly@example.net,United States,Pennsylvania,Nicholasmouth,2431 Beard Isle Suite 034,792,83485,0.3,Medium,Employed,0.3,0.0388
4513,Shane Berry,karen12@example.net,United States,Illinois,North Rachelchester,949 Alan Springs,704,137098,0.46,Medium,Unemployed,0.38,0.2194
4514,Leslie Jenkins,alicia41@example.org,United States,California,Jasonton,7533 Nunez Knolls Suite 460,694,78881,0.44,High,Employed,0.27,0.1881
4515,Allison Weaver,lopezryan@example.net,United States,Illinois,Bryanmouth,07229 Rogers Drive Apt. 572,717,49945,0.17,Medium,Unemployed,0.36,0.2856
4516,Tracy Mccoy,sophia59@example.com,United States,California,North Jonathan,38928 Rogers Ramp Apt. 856,719,36145,0.33,Medium,Employed,0.28,0.1551
4517,Margaret Lee,kathyhayes@example.net,United States,Ohio,North Stephanie,6673 Mitchell Valley Suite 171,834,145929,0.13,Medium,Employed,0.03,0.01
4518,Erica Harper,owensjennifer@example.org,United States,North Carolina,Laurenfurt,03508 Katelyn Pine Suite 067,403,313954,0.47,Medium,Self-employed,0.19,0.5077
4519,Bryan Young,natashadouglas@example.net,United States,Illinois,Kylechester,69821 Catherine Drive,758,66705,0.05,Low,Employed,0.06,0.0372
4520,Eddie Powell,autumn98@example.org,United States,Florida,Loganmouth,517 Adams Heights Apt. 219,650,126942,0.56,Medium,Retired,0.52,0.2915
4521,Thomas Jacobson,garytorres@example.net,United States,New York,Laraburgh,41521 Angela Manor Suite 417,775,78802,0.18,Medium,Retired,0.13,0.01
4522,Aimee Marshall,wendywright@example.com,United States,Texas,West Kevinstad,8616 Sandra Vista Suite 388,637,109579,0.51,Medium,Employed,0.43,0.2798
4523,Miguel Morton,annette81@example.net,United States,Texas,Lake Jesse,123 Gibson Ramp Suite 960,715,23584,0.18,Medium,Self-employed,0.32,0.1758
4524,Kelly Roberts,robinsonfrancisco@example.net,United States,New York,New Roberttown,12517 Coleman Pines Apt. 671,704,40517,0.34,Medium,Self-employed,0.45,0.2977
4525,Heather Estrada,jonathan40@example.org,United States,California,New Andrew,273 Micheal Drive,429,82156,0.38,Medium,Retired,0.43,0.4779
4526,Amber Morris,lfrench@example.net,United States,Pennsylvania,Port Davidhaven,5209 Kenneth Crescent Suite 480,757,157943,0.16,Medium,Employed,0.39,0.1521
4527,Lisa Holmes,dunlapwayne@example.org,United States,California,Ginaton,93541 Shawn Wall Apt. 720,603,31116,0.5,High,Employed,0.4,0.2504
4528,Timothy Davidson,danielle80@example.com,United States,California,East Michael,446 Frank Highway,342,15000,0.65,Medium,Employed,0.34,0.4288
4529,Susan Kim,kathleenpatterson@example.org,United States,Pennsylvania,South Andrewchester,81459 Monique Park,775,40190,0.33,Medium,Unemployed,0.13,0.01
4530,Ronald Holt,ashley41@example.org,United States,Texas,South Crystalberg,4964 Valdez Prairie,643,134336,0.37,Low,Employed,0.8,0.2252
4531,Michelle Johnston,jordan90@example.org,United States,Georgia,Clementston,807 Micheal Course,774,16863,0.15,Low,Employed,0.2,0.1098
4532,Duane Aguilar,mckayanna@example.com,Mexico,,Dianaborough,090 Steven Mission,772,23352,0.39,Medium,Employed,0.04,0.0625
4533,Kayla Colon,walkerjohn@example.org,United States,Pennsylvania,East Carolynburgh,091 Patricia Unions Apt. 488,708,67828,0.33,Low,Retired,0.5,0.3249
4534,Rita Bailey,ssexton@example.com,United States,Florida,South Tracy,495 Russell Falls,631,54569,0.38,High,Employed,0.41,0.3225
4535,Kimberly Evans,gonzaleztroy@example.com,United States,California,Lake Juliechester,596 Hernandez Springs,760,96333,0.47,High,Employed,0.21,0.011
4536,Ryan Salazar,kaylaharris@example.com,United States,Ohio,Tiffanyfurt,957 Johnson Islands,693,22404,0.5,Medium,Self-employed,0.28,0.2366
4537,Timothy Smith,anitabrooks@example.net,Mexico,,Aguilarmouth,800 Pamela Via,621,46166,0.55,Medium,Employed,0.62,0.0925
4538,Charles Carey,scottelizabeth@example.com,United States,Florida,Lindsayland,110 Diaz Lock Suite 287,704,155771,0.53,Medium,Employed,0.2,0.01
4539,Heidi Ford,lcummings@example.net,United States,Michigan,Chrishaven,2392 Gomez Wall,832,23056,0.41,Medium,Employed,0.03,0.01
4540,Dawn Becker,ramosmargaret@example.com,United States,California,Osborneview,49504 Jacobs View,611,195151,0.06,Medium,Employed,0.65,0.3997
4541,Matthew Reed,terrytodd@example.net,United States,Texas,Santiagochester,532 Donaldson Lights Apt. 528,634,25490,0.67,Low,Employed,0.51,0.368
4542,Donna Berger,debrascott@example.net,Mexico,,Lovechester,635 Holmes Lights Apt. 138,771,118125,0.19,High,Employed,0.22,0.1793
4543,Chelsea Aguirre,mccartykaitlin@example.net,United States,California,Lawrenceland,03720 Perry Estate,758,44428,0.23,Medium,Employed,0.2,0.0409
4544,Mr. Charles Green MD,mariah10@example.com,United States,California,Lisastad,6763 Guerra Bypass Suite 606,710,23958,0.36,Low,Retired,0.11,0.2145
4545,Shaun White,kristen85@example.org,United States,Texas,Dennisberg,416 Elliott Mission,480,40234,0.77,Medium,Employed,0.43,0.4576
4546,Justin Webb,everettandrew@example.net,United States,Illinois,Timothyview,35614 Daniel Rapids,718,92590,0.39,Medium,Employed,0.12,0.1551
4547,Steven Pearson,qwashington@example.com,United States,California,East Sarah,13341 Timothy Vista Apt. 272,600,59546,0.4,Low,Employed,0.66,0.2524
4548,Dana Frank,edunn@example.org,India,,West Jessica,750 Lisa Grove Apt. 991,814,146499,0.48,Low,Employed,0.07,0.1042
4549,Megan Morgan,sarahfox@example.com,United States,Florida,North Maria,2235 Howard Key Apt. 519,710,188828,0.15,Low,Retired,0.2,0.2533
4550,Diana Ochoa,gwashington@example.com,United States,Florida,South Dawn,6258 Kelly Prairie,758,23238,0.55,High,Employed,0.04,0.1355
4551,Kristin White,thompsonbrenda@example.com,United States,Texas,North Danielfurt,0434 Taylor Skyway,619,21916,0.67,Low,Employed,0.35,0.248
4552,Ryan Roberts,romerojonathan@example.net,United States,California,North Joseph,795 Kenneth Vista Apt. 066,705,21081,0.42,Medium,Retired,0.47,0.1476
4553,Sean Goodwin,robertmcknight@example.net,United Kingdom,,Sullivanview,82205 Ian Ville,621,29162,0.57,Low,Self-employed,0.15,0.2149
